county,precinct,candidate,measure,value
Dallas,PERRY 3,Bennet,expression_1,0
Dallas,PERRY 3,Bennet,expression_2,0
Dallas,PERRY 3,Bennet,sde,0
Dallas,PERRY 3,Biden,expression_1,17
Dallas,PERRY 3,Biden,expression_2,21
Dallas,PERRY 3,Biden,sde,0.41430000000000006
Dallas,PERRY 3,Bloomberg,expression_1,0
Dallas,PERRY 3,Bloomberg,expression_2,0
Dallas,PERRY 3,Bloomberg,sde,0
Dallas,PERRY 3,Buttigieg,expression_1,30
Dallas,PERRY 3,Buttigieg,expression_2,33
Dallas,PERRY 3,Buttigieg,sde,0.41430000000000006
Dallas,PERRY 3,Delaney,expression_1,0
Dallas,PERRY 3,Delaney,expression_2,0
Dallas,PERRY 3,Delaney,sde,0
Dallas,PERRY 3,Gabbard,expression_1,0
Dallas,PERRY 3,Gabbard,expression_2,0
Dallas,PERRY 3,Gabbard,sde,0
Dallas,PERRY 3,Klobuchar,expression_1,5
Dallas,PERRY 3,Klobuchar,expression_2,0
Dallas,PERRY 3,Klobuchar,sde,0
Dallas,PERRY 3,Other,expression_1,0
Dallas,PERRY 3,Other,expression_2,0
Dallas,PERRY 3,Other,sde,0
Dallas,PERRY 3,Patrick,expression_1,0
Dallas,PERRY 3,Patrick,expression_2,0
Dallas,PERRY 3,Patrick,sde,0
Dallas,PERRY 3,Sanders,expression_1,14
Dallas,PERRY 3,Sanders,expression_2,16
Dallas,PERRY 3,Sanders,sde,0.41430000000000006
Dallas,PERRY 3,Steyer,expression_1,4
Dallas,PERRY 3,Steyer,expression_2,0
Dallas,PERRY 3,Steyer,sde,0
Dallas,PERRY 3,Uncommitted,expression_1,0
Dallas,PERRY 3,Uncommitted,expression_2,1
Dallas,PERRY 3,Uncommitted,sde,0
Dallas,PERRY 3,Warren,expression_1,15
Dallas,PERRY 3,Warren,expression_2,15
Dallas,PERRY 3,Warren,sde,0
Dallas,PERRY 3,Yang,expression_1,1
Dallas,PERRY 3,Yang,expression_2,0
Dallas,PERRY 3,Yang,sde,0
Dallas,SPRING VALLEY / DALLAS,Bennet,expression_1,0
Dallas,SPRING VALLEY / DALLAS,Bennet,expression_2,0
Dallas,SPRING VALLEY / DALLAS,Bennet,sde,0
Dallas,SPRING VALLEY / DALLAS,Biden,expression_1,17
Dallas,SPRING VALLEY / DALLAS,Biden,expression_2,17
Dallas,SPRING VALLEY / DALLAS,Biden,sde,0.41430000000000006
Dallas,SPRING VALLEY / DALLAS,Bloomberg,expression_1,1
Dallas,SPRING VALLEY / DALLAS,Bloomberg,expression_2,1
Dallas,SPRING VALLEY / DALLAS,Bloomberg,sde,0
Dallas,SPRING VALLEY / DALLAS,Buttigieg,expression_1,11
Dallas,SPRING VALLEY / DALLAS,Buttigieg,expression_2,11
Dallas,SPRING VALLEY / DALLAS,Buttigieg,sde,0
Dallas,SPRING VALLEY / DALLAS,Delaney,expression_1,0
Dallas,SPRING VALLEY / DALLAS,Delaney,expression_2,0
Dallas,SPRING VALLEY / DALLAS,Delaney,sde,0
Dallas,SPRING VALLEY / DALLAS,Gabbard,expression_1,0
Dallas,SPRING VALLEY / DALLAS,Gabbard,expression_2,0
Dallas,SPRING VALLEY / DALLAS,Gabbard,sde,0
Dallas,SPRING VALLEY / DALLAS,Klobuchar,expression_1,4
Dallas,SPRING VALLEY / DALLAS,Klobuchar,expression_2,4
Dallas,SPRING VALLEY / DALLAS,Klobuchar,sde,0
Dallas,SPRING VALLEY / DALLAS,Other,expression_1,0
Dallas,SPRING VALLEY / DALLAS,Other,expression_2,0
Dallas,SPRING VALLEY / DALLAS,Other,sde,0
Dallas,SPRING VALLEY / DALLAS,Patrick,expression_1,0
Dallas,SPRING VALLEY / DALLAS,Patrick,expression_2,0
Dallas,SPRING VALLEY / DALLAS,Patrick,sde,0
Dallas,SPRING VALLEY / DALLAS,Sanders,expression_1,7
Dallas,SPRING VALLEY / DALLAS,Sanders,expression_2,7
Dallas,SPRING VALLEY / DALLAS,Sanders,sde,0
Dallas,SPRING VALLEY / DALLAS,Steyer,expression_1,0
Dallas,SPRING VALLEY / DALLAS,Steyer,expression_2,0
Dallas,SPRING VALLEY / DALLAS,Steyer,sde,0
Dallas,SPRING VALLEY / DALLAS,Uncommitted,expression_1,0
Dallas,SPRING VALLEY / DALLAS,Uncommitted,expression_2,0
Dallas,SPRING VALLEY / DALLAS,Uncommitted,sde,0
Dallas,SPRING VALLEY / DALLAS,Warren,expression_1,6
Dallas,SPRING VALLEY / DALLAS,Warren,expression_2,6
Dallas,SPRING VALLEY / DALLAS,Warren,sde,0
Dallas,SPRING VALLEY / DALLAS,Yang,expression_1,6
Dallas,SPRING VALLEY / DALLAS,Yang,expression_2,6
Dallas,SPRING VALLEY / DALLAS,Yang,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Bennet,expression_1,1
Dallas,SUGAR GROVE / DALLAS CENTER,Bennet,expression_2,0
Dallas,SUGAR GROVE / DALLAS CENTER,Bennet,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Biden,expression_1,23
Dallas,SUGAR GROVE / DALLAS CENTER,Biden,expression_2,24
Dallas,SUGAR GROVE / DALLAS CENTER,Biden,sde,0.41430000000000006
Dallas,SUGAR GROVE / DALLAS CENTER,Bloomberg,expression_1,0
Dallas,SUGAR GROVE / DALLAS CENTER,Bloomberg,expression_2,0
Dallas,SUGAR GROVE / DALLAS CENTER,Bloomberg,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Buttigieg,expression_1,19
Dallas,SUGAR GROVE / DALLAS CENTER,Buttigieg,expression_2,25
Dallas,SUGAR GROVE / DALLAS CENTER,Buttigieg,sde,0.41430000000000006
Dallas,SUGAR GROVE / DALLAS CENTER,Delaney,expression_1,0
Dallas,SUGAR GROVE / DALLAS CENTER,Delaney,expression_2,0
Dallas,SUGAR GROVE / DALLAS CENTER,Delaney,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Gabbard,expression_1,2
Dallas,SUGAR GROVE / DALLAS CENTER,Gabbard,expression_2,0
Dallas,SUGAR GROVE / DALLAS CENTER,Gabbard,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Klobuchar,expression_1,21
Dallas,SUGAR GROVE / DALLAS CENTER,Klobuchar,expression_2,24
Dallas,SUGAR GROVE / DALLAS CENTER,Klobuchar,sde,0.41430000000000006
Dallas,SUGAR GROVE / DALLAS CENTER,Other,expression_1,0
Dallas,SUGAR GROVE / DALLAS CENTER,Other,expression_2,0
Dallas,SUGAR GROVE / DALLAS CENTER,Other,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Patrick,expression_1,0
Dallas,SUGAR GROVE / DALLAS CENTER,Patrick,expression_2,0
Dallas,SUGAR GROVE / DALLAS CENTER,Patrick,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Sanders,expression_1,23
Dallas,SUGAR GROVE / DALLAS CENTER,Sanders,expression_2,27
Dallas,SUGAR GROVE / DALLAS CENTER,Sanders,sde,0.41430000000000006
Dallas,SUGAR GROVE / DALLAS CENTER,Steyer,expression_1,9
Dallas,SUGAR GROVE / DALLAS CENTER,Steyer,expression_2,0
Dallas,SUGAR GROVE / DALLAS CENTER,Steyer,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Uncommitted,expression_1,0
Dallas,SUGAR GROVE / DALLAS CENTER,Uncommitted,expression_2,0
Dallas,SUGAR GROVE / DALLAS CENTER,Uncommitted,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Warren,expression_1,22
Dallas,SUGAR GROVE / DALLAS CENTER,Warren,expression_2,23
Dallas,SUGAR GROVE / DALLAS CENTER,Warren,sde,0
Dallas,SUGAR GROVE / DALLAS CENTER,Yang,expression_1,3
Dallas,SUGAR GROVE / DALLAS CENTER,Yang,expression_2,0
Dallas,SUGAR GROVE / DALLAS CENTER,Yang,sde,0
Dallas,Total,Bennet,expression_1,4
Dallas,Total,Bennet,expression_2,0
Dallas,Total,Bennet,sde,0
Dallas,Total,Biden,expression_1,1061
Dallas,Total,Biden,expression_2,1085
Dallas,Total,Biden,sde,11.6004
Dallas,Total,Bloomberg,expression_1,6
Dallas,Total,Bloomberg,expression_2,1
Dallas,Total,Bloomberg,sde,0
Dallas,Total,Buttigieg,expression_1,1639
Dallas,Total,Buttigieg,expression_2,1926
Dallas,Total,Buttigieg,sde,19.8864
Dallas,Total,Delaney,expression_1,0
Dallas,Total,Delaney,expression_2,0
Dallas,Total,Delaney,sde,0
Dallas,Total,Gabbard,expression_1,2
Dallas,Total,Gabbard,expression_2,0
Dallas,Total,Gabbard,sde,0
Dallas,Total,Klobuchar,expression_1,759
Dallas,Total,Klobuchar,expression_2,655
Dallas,Total,Klobuchar,sde,7.0431
Dallas,Total,Other,expression_1,7
Dallas,Total,Other,expression_2,0
Dallas,Total,Other,sde,0
Dallas,Total,Patrick,expression_1,0
Dallas,Total,Patrick,expression_2,0
Dallas,Total,Patrick,sde,0
Dallas,Total,Sanders,expression_1,913
Dallas,Total,Sanders,expression_2,840
Dallas,Total,Sanders,sde,8.286
Dallas,Total,Steyer,expression_1,60
Dallas,Total,Steyer,expression_2,4
Dallas,Total,Steyer,sde,0
Dallas,Total,Uncommitted,expression_1,23
Dallas,Total,Uncommitted,expression_2,10
Dallas,Total,Uncommitted,sde,0
Dallas,Total,Warren,expression_1,1041
Dallas,Total,Warren,expression_2,1159
Dallas,Total,Warren,sde,11.1861
Dallas,Total,Yang,expression_1,289
Dallas,Total,Yang,expression_2,48
Dallas,Total,Yang,sde,0
Dallas,Total_recalc,Bennet,expression_1,4
Dallas,Total_recalc,Bennet,expression_2,0
Dallas,Total_recalc,Bennet,sde,0
Dallas,Total_recalc,Biden,expression_1,1061
Dallas,Total_recalc,Biden,expression_2,1085
Dallas,Total_recalc,Biden,sde,11.600400000000002
Dallas,Total_recalc,Bloomberg,expression_1,6
Dallas,Total_recalc,Bloomberg,expression_2,1
Dallas,Total_recalc,Bloomberg,sde,0
Dallas,Total_recalc,Buttigieg,expression_1,1639
Dallas,Total_recalc,Buttigieg,expression_2,1926
Dallas,Total_recalc,Buttigieg,sde,19.886400000000002
Dallas,Total_recalc,Delaney,expression_1,0
Dallas,Total_recalc,Delaney,expression_2,0
Dallas,Total_recalc,Delaney,sde,0
Dallas,Total_recalc,Gabbard,expression_1,2
Dallas,Total_recalc,Gabbard,expression_2,0
Dallas,Total_recalc,Gabbard,sde,0
Dallas,Total_recalc,Klobuchar,expression_1,759
Dallas,Total_recalc,Klobuchar,expression_2,655
Dallas,Total_recalc,Klobuchar,sde,7.043100000000001
Dallas,Total_recalc,Other,expression_1,7
Dallas,Total_recalc,Other,expression_2,0
Dallas,Total_recalc,Other,sde,0
Dallas,Total_recalc,Patrick,expression_1,0
Dallas,Total_recalc,Patrick,expression_2,0
Dallas,Total_recalc,Patrick,sde,0
Dallas,Total_recalc,Sanders,expression_1,913
Dallas,Total_recalc,Sanders,expression_2,840
Dallas,Total_recalc,Sanders,sde,8.286000000000001
Dallas,Total_recalc,Steyer,expression_1,60
Dallas,Total_recalc,Steyer,expression_2,4
Dallas,Total_recalc,Steyer,sde,0
Dallas,Total_recalc,Uncommitted,expression_1,23
Dallas,Total_recalc,Uncommitted,expression_2,10
Dallas,Total_recalc,Uncommitted,sde,0
Dallas,Total_recalc,Warren,expression_1,1041
Dallas,Total_recalc,Warren,expression_2,1159
Dallas,Total_recalc,Warren,sde,11.186100000000001
Dallas,Total_recalc,Yang,expression_1,289
Dallas,Total_recalc,Yang,expression_2,48
Dallas,Total_recalc,Yang,sde,0
Dallas,UNION,Bennet,expression_1,0
Dallas,UNION,Bennet,expression_2,0
Dallas,UNION,Bennet,sde,0
Dallas,UNION,Biden,expression_1,12
Dallas,UNION,Biden,expression_2,13
Dallas,UNION,Biden,sde,0.41430000000000006
Dallas,UNION,Bloomberg,expression_1,0
Dallas,UNION,Bloomberg,expression_2,0
Dallas,UNION,Bloomberg,sde,0
Dallas,UNION,Buttigieg,expression_1,19
Dallas,UNION,Buttigieg,expression_2,24
Dallas,UNION,Buttigieg,sde,0.41430000000000006
Dallas,UNION,Delaney,expression_1,0
Dallas,UNION,Delaney,expression_2,0
Dallas,UNION,Delaney,sde,0
Dallas,UNION,Gabbard,expression_1,0
Dallas,UNION,Gabbard,expression_2,0
Dallas,UNION,Gabbard,sde,0
Dallas,UNION,Klobuchar,expression_1,15
Dallas,UNION,Klobuchar,expression_2,25
Dallas,UNION,Klobuchar,sde,0.41430000000000006
Dallas,UNION,Other,expression_1,0
Dallas,UNION,Other,expression_2,0
Dallas,UNION,Other,sde,0
Dallas,UNION,Patrick,expression_1,0
Dallas,UNION,Patrick,expression_2,0
Dallas,UNION,Patrick,sde,0
Dallas,UNION,Sanders,expression_1,11
Dallas,UNION,Sanders,expression_2,0
Dallas,UNION,Sanders,sde,0
Dallas,UNION,Steyer,expression_1,4
Dallas,UNION,Steyer,expression_2,0
Dallas,UNION,Steyer,sde,0
Dallas,UNION,Uncommitted,expression_1,0
Dallas,UNION,Uncommitted,expression_2,0
Dallas,UNION,Uncommitted,sde,0
Dallas,UNION,Warren,expression_1,8
Dallas,UNION,Warren,expression_2,0
Dallas,UNION,Warren,sde,0
Dallas,UNION,Yang,expression_1,5
Dallas,UNION,Yang,expression_2,0
Dallas,UNION,Yang,sde,0
Dallas,URBANDALE 13,Bennet,expression_1,0
Dallas,URBANDALE 13,Bennet,expression_2,0
Dallas,URBANDALE 13,Bennet,sde,0
Dallas,URBANDALE 13,Biden,expression_1,58
Dallas,URBANDALE 13,Biden,expression_2,58
Dallas,URBANDALE 13,Biden,sde,0.41430000000000006
Dallas,URBANDALE 13,Bloomberg,expression_1,0
Dallas,URBANDALE 13,Bloomberg,expression_2,0
Dallas,URBANDALE 13,Bloomberg,sde,0
Dallas,URBANDALE 13,Buttigieg,expression_1,99
Dallas,URBANDALE 13,Buttigieg,expression_2,110
Dallas,URBANDALE 13,Buttigieg,sde,1.2429
Dallas,URBANDALE 13,Delaney,expression_1,0
Dallas,URBANDALE 13,Delaney,expression_2,0
Dallas,URBANDALE 13,Delaney,sde,0
Dallas,URBANDALE 13,Gabbard,expression_1,0
Dallas,URBANDALE 13,Gabbard,expression_2,0
Dallas,URBANDALE 13,Gabbard,sde,0
Dallas,URBANDALE 13,Klobuchar,expression_1,51
Dallas,URBANDALE 13,Klobuchar,expression_2,57
Dallas,URBANDALE 13,Klobuchar,sde,0.41430000000000006
Dallas,URBANDALE 13,Other,expression_1,0
Dallas,URBANDALE 13,Other,expression_2,0
Dallas,URBANDALE 13,Other,sde,0
Dallas,URBANDALE 13,Patrick,expression_1,0
Dallas,URBANDALE 13,Patrick,expression_2,0
Dallas,URBANDALE 13,Patrick,sde,0
Dallas,URBANDALE 13,Sanders,expression_1,54
Dallas,URBANDALE 13,Sanders,expression_2,58
Dallas,URBANDALE 13,Sanders,sde,0.41430000000000006
Dallas,URBANDALE 13,Steyer,expression_1,0
Dallas,URBANDALE 13,Steyer,expression_2,0
Dallas,URBANDALE 13,Steyer,sde,0
Dallas,URBANDALE 13,Uncommitted,expression_1,0
Dallas,URBANDALE 13,Uncommitted,expression_2,0
Dallas,URBANDALE 13,Uncommitted,sde,0
Dallas,URBANDALE 13,Warren,expression_1,52
Dallas,URBANDALE 13,Warren,expression_2,52
Dallas,URBANDALE 13,Warren,sde,0.41430000000000006
Dallas,URBANDALE 13,Yang,expression_1,0
Dallas,URBANDALE 13,Yang,expression_2,0
Dallas,URBANDALE 13,Yang,sde,0
Dallas,URBANDALE 14,Bennet,expression_1,0
Dallas,URBANDALE 14,Bennet,expression_2,0
Dallas,URBANDALE 14,Bennet,sde,0
Dallas,URBANDALE 14,Biden,expression_1,73
Dallas,URBANDALE 14,Biden,expression_2,73
Dallas,URBANDALE 14,Biden,sde,0.41430000000000006
Dallas,URBANDALE 14,Bloomberg,expression_1,0
Dallas,URBANDALE 14,Bloomberg,expression_2,0
Dallas,URBANDALE 14,Bloomberg,sde,0
Dallas,URBANDALE 14,Buttigieg,expression_1,79
Dallas,URBANDALE 14,Buttigieg,expression_2,79
Dallas,URBANDALE 14,Buttigieg,sde,0.8286000000000001
Dallas,URBANDALE 14,Delaney,expression_1,0
Dallas,URBANDALE 14,Delaney,expression_2,0
Dallas,URBANDALE 14,Delaney,sde,0
Dallas,URBANDALE 14,Gabbard,expression_1,0
Dallas,URBANDALE 14,Gabbard,expression_2,0
Dallas,URBANDALE 14,Gabbard,sde,0
Dallas,URBANDALE 14,Klobuchar,expression_1,39
Dallas,URBANDALE 14,Klobuchar,expression_2,39
Dallas,URBANDALE 14,Klobuchar,sde,0.41430000000000006
Dallas,URBANDALE 14,Other,expression_1,0
Dallas,URBANDALE 14,Other,expression_2,0
Dallas,URBANDALE 14,Other,sde,0
Dallas,URBANDALE 14,Patrick,expression_1,0
Dallas,URBANDALE 14,Patrick,expression_2,0
Dallas,URBANDALE 14,Patrick,sde,0
Dallas,URBANDALE 14,Sanders,expression_1,0
Dallas,URBANDALE 14,Sanders,expression_2,0
Dallas,URBANDALE 14,Sanders,sde,0
Dallas,URBANDALE 14,Steyer,expression_1,1
Dallas,URBANDALE 14,Steyer,expression_2,0
Dallas,URBANDALE 14,Steyer,sde,0
Dallas,URBANDALE 14,Uncommitted,expression_1,0
Dallas,URBANDALE 14,Uncommitted,expression_2,0
Dallas,URBANDALE 14,Uncommitted,sde,0
Dallas,URBANDALE 14,Warren,expression_1,44
Dallas,URBANDALE 14,Warren,expression_2,45
Dallas,URBANDALE 14,Warren,sde,0.41430000000000006
Dallas,URBANDALE 14,Yang,expression_1,0
Dallas,URBANDALE 14,Yang,expression_2,0
Dallas,URBANDALE 14,Yang,sde,0
Dallas,URBANDALE 15,Bennet,expression_1,0
Dallas,URBANDALE 15,Bennet,expression_2,0
Dallas,URBANDALE 15,Bennet,sde,0
Dallas,URBANDALE 15,Biden,expression_1,25
Dallas,URBANDALE 15,Biden,expression_2,0
Dallas,URBANDALE 15,Biden,sde,0
Dallas,URBANDALE 15,Bloomberg,expression_1,2
Dallas,URBANDALE 15,Bloomberg,expression_2,0
Dallas,URBANDALE 15,Bloomberg,sde,0
Dallas,URBANDALE 15,Buttigieg,expression_1,58
Dallas,URBANDALE 15,Buttigieg,expression_2,73
Dallas,URBANDALE 15,Buttigieg,sde,0.41430000000000006
Dallas,URBANDALE 15,Delaney,expression_1,0
Dallas,URBANDALE 15,Delaney,expression_2,0
Dallas,URBANDALE 15,Delaney,sde,0
Dallas,URBANDALE 15,Gabbard,expression_1,0
Dallas,URBANDALE 15,Gabbard,expression_2,0
Dallas,URBANDALE 15,Gabbard,sde,0
Dallas,URBANDALE 15,Klobuchar,expression_1,31
Dallas,URBANDALE 15,Klobuchar,expression_2,49
Dallas,URBANDALE 15,Klobuchar,sde,0.41430000000000006
Dallas,URBANDALE 15,Other,expression_1,0
Dallas,URBANDALE 15,Other,expression_2,0
Dallas,URBANDALE 15,Other,sde,0
Dallas,URBANDALE 15,Patrick,expression_1,0
Dallas,URBANDALE 15,Patrick,expression_2,0
Dallas,URBANDALE 15,Patrick,sde,0
Dallas,URBANDALE 15,Sanders,expression_1,19
Dallas,URBANDALE 15,Sanders,expression_2,0
Dallas,URBANDALE 15,Sanders,sde,0
Dallas,URBANDALE 15,Steyer,expression_1,5
Dallas,URBANDALE 15,Steyer,expression_2,0
Dallas,URBANDALE 15,Steyer,sde,0
Dallas,URBANDALE 15,Uncommitted,expression_1,0
Dallas,URBANDALE 15,Uncommitted,expression_2,4
Dallas,URBANDALE 15,Uncommitted,sde,0
Dallas,URBANDALE 15,Warren,expression_1,30
Dallas,URBANDALE 15,Warren,expression_2,44
Dallas,URBANDALE 15,Warren,sde,0.41430000000000006
Dallas,URBANDALE 15,Yang,expression_1,7
Dallas,URBANDALE 15,Yang,expression_2,7
Dallas,URBANDALE 15,Yang,sde,0
Dallas,VAN METER,Bennet,expression_1,1
Dallas,VAN METER,Bennet,expression_2,0
Dallas,VAN METER,Bennet,sde,0
Dallas,VAN METER,Biden,expression_1,30
Dallas,VAN METER,Biden,expression_2,34
Dallas,VAN METER,Biden,sde,0.41430000000000006
Dallas,VAN METER,Bloomberg,expression_1,0
Dallas,VAN METER,Bloomberg,expression_2,0
Dallas,VAN METER,Bloomberg,sde,0
Dallas,VAN METER,Buttigieg,expression_1,32
Dallas,VAN METER,Buttigieg,expression_2,40
Dallas,VAN METER,Buttigieg,sde,0.41430000000000006
Dallas,VAN METER,Delaney,expression_1,0
Dallas,VAN METER,Delaney,expression_2,0
Dallas,VAN METER,Delaney,sde,0
Dallas,VAN METER,Gabbard,expression_1,0
Dallas,VAN METER,Gabbard,expression_2,0
Dallas,VAN METER,Gabbard,sde,0
Dallas,VAN METER,Klobuchar,expression_1,27
Dallas,VAN METER,Klobuchar,expression_2,35
Dallas,VAN METER,Klobuchar,sde,0.41430000000000006
Dallas,VAN METER,Other,expression_1,0
Dallas,VAN METER,Other,expression_2,0
Dallas,VAN METER,Other,sde,0
Dallas,VAN METER,Patrick,expression_1,0
Dallas,VAN METER,Patrick,expression_2,0
Dallas,VAN METER,Patrick,sde,0
Dallas,VAN METER,Sanders,expression_1,22
Dallas,VAN METER,Sanders,expression_2,27
Dallas,VAN METER,Sanders,sde,0.41430000000000006
Dallas,VAN METER,Steyer,expression_1,0
Dallas,VAN METER,Steyer,expression_2,0
Dallas,VAN METER,Steyer,sde,0
Dallas,VAN METER,Uncommitted,expression_1,2
Dallas,VAN METER,Uncommitted,expression_2,0
Dallas,VAN METER,Uncommitted,sde,0
Dallas,VAN METER,Warren,expression_1,17
Dallas,VAN METER,Warren,expression_2,7
Dallas,VAN METER,Warren,sde,0
Dallas,VAN METER,Yang,expression_1,13
Dallas,VAN METER,Yang,expression_2,1
Dallas,VAN METER,Yang,sde,0
Dallas,WALNUT / GRIMES / GRANT,Bennet,expression_1,0
Dallas,WALNUT / GRIMES / GRANT,Bennet,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Bennet,sde,0
Dallas,WALNUT / GRIMES / GRANT,Biden,expression_1,18
Dallas,WALNUT / GRIMES / GRANT,Biden,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Biden,sde,0
Dallas,WALNUT / GRIMES / GRANT,Bloomberg,expression_1,0
Dallas,WALNUT / GRIMES / GRANT,Bloomberg,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Bloomberg,sde,0
Dallas,WALNUT / GRIMES / GRANT,Buttigieg,expression_1,26
Dallas,WALNUT / GRIMES / GRANT,Buttigieg,expression_2,31
Dallas,WALNUT / GRIMES / GRANT,Buttigieg,sde,0.41430000000000006
Dallas,WALNUT / GRIMES / GRANT,Delaney,expression_1,0
Dallas,WALNUT / GRIMES / GRANT,Delaney,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Delaney,sde,0
Dallas,WALNUT / GRIMES / GRANT,Gabbard,expression_1,0
Dallas,WALNUT / GRIMES / GRANT,Gabbard,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Gabbard,sde,0
Dallas,WALNUT / GRIMES / GRANT,Klobuchar,expression_1,22
Dallas,WALNUT / GRIMES / GRANT,Klobuchar,expression_2,31
Dallas,WALNUT / GRIMES / GRANT,Klobuchar,sde,0.41430000000000006
Dallas,WALNUT / GRIMES / GRANT,Other,expression_1,0
Dallas,WALNUT / GRIMES / GRANT,Other,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Other,sde,0
Dallas,WALNUT / GRIMES / GRANT,Patrick,expression_1,0
Dallas,WALNUT / GRIMES / GRANT,Patrick,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Patrick,sde,0
Dallas,WALNUT / GRIMES / GRANT,Sanders,expression_1,20
Dallas,WALNUT / GRIMES / GRANT,Sanders,expression_2,23
Dallas,WALNUT / GRIMES / GRANT,Sanders,sde,0.41430000000000006
Dallas,WALNUT / GRIMES / GRANT,Steyer,expression_1,2
Dallas,WALNUT / GRIMES / GRANT,Steyer,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Steyer,sde,0
Dallas,WALNUT / GRIMES / GRANT,Uncommitted,expression_1,0
Dallas,WALNUT / GRIMES / GRANT,Uncommitted,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Uncommitted,sde,0
Dallas,WALNUT / GRIMES / GRANT,Warren,expression_1,20
Dallas,WALNUT / GRIMES / GRANT,Warren,expression_2,23
Dallas,WALNUT / GRIMES / GRANT,Warren,sde,0
Dallas,WALNUT / GRIMES / GRANT,Yang,expression_1,13
Dallas,WALNUT / GRIMES / GRANT,Yang,expression_2,0
Dallas,WALNUT / GRIMES / GRANT,Yang,sde,0
Dallas,WAUKEE 1,Bennet,expression_1,0
Dallas,WAUKEE 1,Bennet,expression_2,0
Dallas,WAUKEE 1,Bennet,sde,0
Dallas,WAUKEE 1,Biden,expression_1,39
Dallas,WAUKEE 1,Biden,expression_2,39
Dallas,WAUKEE 1,Biden,sde,0.41430000000000006
Dallas,WAUKEE 1,Bloomberg,expression_1,0
Dallas,WAUKEE 1,Bloomberg,expression_2,0
Dallas,WAUKEE 1,Bloomberg,sde,0
Dallas,WAUKEE 1,Buttigieg,expression_1,59
Dallas,WAUKEE 1,Buttigieg,expression_2,59
Dallas,WAUKEE 1,Buttigieg,sde,0.8286000000000001
Dallas,WAUKEE 1,Delaney,expression_1,0
Dallas,WAUKEE 1,Delaney,expression_2,0
Dallas,WAUKEE 1,Delaney,sde,0
Dallas,WAUKEE 1,Gabbard,expression_1,0
Dallas,WAUKEE 1,Gabbard,expression_2,0
Dallas,WAUKEE 1,Gabbard,sde,0
Dallas,WAUKEE 1,Klobuchar,expression_1,35
Dallas,WAUKEE 1,Klobuchar,expression_2,35
Dallas,WAUKEE 1,Klobuchar,sde,0.41430000000000006
Dallas,WAUKEE 1,Other,expression_1,0
Dallas,WAUKEE 1,Other,expression_2,0
Dallas,WAUKEE 1,Other,sde,0
Dallas,WAUKEE 1,Patrick,expression_1,0
Dallas,WAUKEE 1,Patrick,expression_2,0
Dallas,WAUKEE 1,Patrick,sde,0
Dallas,WAUKEE 1,Sanders,expression_1,48
Dallas,WAUKEE 1,Sanders,expression_2,48
Dallas,WAUKEE 1,Sanders,sde,0.41430000000000006
Dallas,WAUKEE 1,Steyer,expression_1,0
Dallas,WAUKEE 1,Steyer,expression_2,0
Dallas,WAUKEE 1,Steyer,sde,0
Dallas,WAUKEE 1,Uncommitted,expression_1,0
Dallas,WAUKEE 1,Uncommitted,expression_2,0
Dallas,WAUKEE 1,Uncommitted,sde,0
Dallas,WAUKEE 1,Warren,expression_1,50
Dallas,WAUKEE 1,Warren,expression_2,50
Dallas,WAUKEE 1,Warren,sde,0.41430000000000006
Dallas,WAUKEE 1,Yang,expression_1,0
Dallas,WAUKEE 1,Yang,expression_2,0
Dallas,WAUKEE 1,Yang,sde,0
Dallas,WAUKEE 2,Bennet,expression_1,0
Dallas,WAUKEE 2,Bennet,expression_2,0
Dallas,WAUKEE 2,Bennet,sde,0
Dallas,WAUKEE 2,Biden,expression_1,56
Dallas,WAUKEE 2,Biden,expression_2,73
Dallas,WAUKEE 2,Biden,sde,0.8286000000000001
Dallas,WAUKEE 2,Bloomberg,expression_1,1
Dallas,WAUKEE 2,Bloomberg,expression_2,0
Dallas,WAUKEE 2,Bloomberg,sde,0
Dallas,WAUKEE 2,Buttigieg,expression_1,65
Dallas,WAUKEE 2,Buttigieg,expression_2,77
Dallas,WAUKEE 2,Buttigieg,sde,0.8286000000000001
Dallas,WAUKEE 2,Delaney,expression_1,0
Dallas,WAUKEE 2,Delaney,expression_2,0
Dallas,WAUKEE 2,Delaney,sde,0
Dallas,WAUKEE 2,Gabbard,expression_1,0
